Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM 1K,LSRAM 18K,Math (18x18),Chip Globals,PLL,DLL
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_33/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_34/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_35/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/MSC_i_26/MSC_i_36/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_24/Primitives,9,10,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/MSC_i_38/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/MSC_i_39/MSC_i_40/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/MSC_i_39/MSC_i_41/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/MSC_i_39/MSC_i_42/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/MSC_i_39/MSC_i_43/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/MSC_i_39/MSC_i_44/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/MSC_i_39/MSC_i_45/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/MSC_i_39/MSC_i_46/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/MSC_i_39/MSC_i_47/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/MSC_i_39/MSC_i_48/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/MSC_i_39/MSC_i_49/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/MSC_i_37/Primitives,9,10,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_22/Primitives,60,23,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_21/MSC_i_50/Primitives,0,0,144,144,0,0,0,4,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_53/Primitives,203,290,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_54/MSC_i_55/Primitives,1,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_54/MSC_i_56/MSC_i_57/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_54/MSC_i_56/MSC_i_58/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_54/MSC_i_56/MSC_i_59/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_54/MSC_i_56/MSC_i_60/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_54/MSC_i_56/MSC_i_61/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_54/Primitives,4,5,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_62/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_63/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_64/MSC_i_65/MSC_i_66/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_64/MSC_i_65/MSC_i_67/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_64/MSC_i_65/MSC_i_68/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_64/MSC_i_65/MSC_i_69/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_64/MSC_i_65/MSC_i_70/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/MSC_i_64/Primitives,4,5,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_52/Primitives,41,14,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_71/mem_mem_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_71/mem_mem_0_1/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_71/mem_mem_0_2/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_71/mem_mem_0_3/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_71/mem_mem_0_4/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_71/mem_mem_0_5/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_71/mem_mem_0_6/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_51/MSC_i_71/mem_mem_0_7/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_103/Primitives,0,0,108,108,0,0,0,3,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_74/Primitives,148,137,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_76/Primitives,10,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_77/MSC_i_78/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_77/MSC_i_79/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_77/MSC_i_80/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_77/MSC_i_81/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_77/MSC_i_82/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_77/MSC_i_83/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_77/MSC_i_84/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_77/MSC_i_85/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_77/MSC_i_86/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_77/MSC_i_87/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/MSC_i_77/MSC_i_88/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_75/Primitives,10,11,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_90/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_91/MSC_i_100/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_91/MSC_i_101/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_91/MSC_i_102/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_91/MSC_i_92/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_91/MSC_i_93/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_91/MSC_i_94/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_91/MSC_i_95/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_91/MSC_i_96/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_91/MSC_i_97/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_91/MSC_i_98/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/MSC_i_91/MSC_i_99/Primitives,0,2,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/MSC_i_89/Primitives,10,11,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_72/MSC_i_73/Primitives,61,24,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_9/MSC_i_10/MSC_i_11/Primitives,144,209,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_9/MSC_i_10/Primitives,51,41,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/MSC_i_9/MSC_i_12/Primitives,0,0,72,72,0,0,0,2,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/MSC_i_8/Primitives,702,1540,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/MSC_i_4/Primitives,158,402,0,0,0,0,0,0,0,0,0,0
DDR3_0_0/MSC_i_0/MSC_i_1/Primitives,0,132,0,0,0,0,0,0,0,0,0,0
GPIO_TOP_0/COREGPIO_0_0/COREGPIO_0_0/Primitives,10,128,0,0,0,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_0/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_1/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_10/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_11/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_12/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_13/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_14/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_15/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_16/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_17/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_18/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_19/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_2/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_20/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_21/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_22/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_23/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_24/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_25/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_26/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_27/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_28/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_29/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_3/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_30/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_31/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_4/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_5/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_6/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_7/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_8/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
GPIO_TOP_0/PF_IO_GPIO_9/PF_IO_GPIO_0/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
LSRAM_0/COREAXI4SRAM_0/U_LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_MAINCTRL/Primitives,326,253,0,0,0,0,0,0,0,0,0,0
LSRAM_0/COREAXI4SRAM_0/U_LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_SLVIF/Primitives,0,8,0,0,0,0,0,0,0,0,0,0
LSRAM_0/PF_TPSRAM_AHB_AXI_0/Primitives,332,0,1152,1152,0,0,0,32,0,0,0,0
LSRAM_0/Primitives,3,0,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_0/PF_IN_C1_0/PF_IO_C1_0/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_0/PF_OUT_C2_0/PF_OUT_C2_0/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_0/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTI0OL/Primitives,65,41,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_0/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTO0OL/Primitives,17,19,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_0/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTl0ol/Primitives,34,21,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_0/UART_apb_1_0/UART_apb_1_0/CUARTl1il/Primitives,4,9,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_0/UART_apb_1_0/UART_apb_1_0/Primitives,12,24,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_0/uart_fifo_0/Primitives,74,25,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_0/uart_fifo_0/fifo_array_fifo_array_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_1/PF_IN_C1_0/PF_IO_C1_0/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_1/PF_OUT_C2_0/PF_OUT_C2_0/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_1/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTI0OL/Primitives,65,41,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_1/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTO0OL/Primitives,17,19,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_1/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTl0ol/Primitives,34,21,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_1/UART_apb_1_0/UART_apb_1_0/CUARTl1il/Primitives,4,9,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_1/UART_apb_1_0/UART_apb_1_0/Primitives,12,24,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_1/uart_fifo_0/Primitives,73,25,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_1/uart_fifo_0/fifo_array_fifo_array_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_2/PF_IN_C1_0/PF_IO_C1_0/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_2/PF_OUT_C2_0/PF_OUT_C2_0/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_2/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTI0OL/Primitives,65,41,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_2/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTO0OL/Primitives,17,19,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_2/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTl0ol/Primitives,34,21,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_2/UART_apb_1_0/UART_apb_1_0/CUARTl1il/Primitives,4,9,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_2/UART_apb_1_0/UART_apb_1_0/Primitives,12,24,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_2/uart_fifo_0/Primitives,73,25,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_2/uart_fifo_0/fifo_array_fifo_array_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_3/PF_IN_C1_0/PF_IO_C1_0/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_3/PF_OUT_C2_0/PF_OUT_C2_0/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_3/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTI0OL/Primitives,65,41,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_3/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTO0OL/Primitives,17,19,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_3/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTl0ol/Primitives,34,21,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_3/UART_apb_1_0/UART_apb_1_0/CUARTl1il/Primitives,4,9,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_3/UART_apb_1_0/UART_apb_1_0/Primitives,12,24,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_3/uart_fifo_0/Primitives,73,25,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_3/uart_fifo_0/fifo_array_fifo_array_0_0/Primitives,0,0,12,12,0,0,1,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_4/PF_IN_C1_0/PF_IO_C1_0/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_4/PF_OUT_C2_0/PF_OUT_C2_0/Primitives,0,0,0,0,0,1,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_4/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTI0OL/Primitives,65,41,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_4/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTO0OL/Primitives,17,19,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_4/UART_apb_1_0/UART_apb_1_0/CUARTl1il/CUARTl0ol/Primitives,34,21,0,0,0,0,0,0,0,0,0,0
LVDS_UART_TOP_0/LVDS_UART_4/UART_apb_1_0/UART_apb_1_0/CUARTl1il/Primitives,4,9,0,0,0,0,0,0,0,0,0,0
